text,label,repo_name,author,timestamp,programming_language
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_8789,30/01/2024 0:16,Python
Fix memory leak in database connection pooling.,Code Improvement,frontend-dashboard,@dev_5371,27/01/2024 23:59,Python
Fix memory leak in database connection pooling.,Feature Request,frontend-dashboard,@dev_8429,1/01/2024 12:32,Rust
Resolved SQL injection vulnerability in login API.,Release Note,user-auth,@dev_3422,5/01/2024 11:29,C++
Upgrade React from v16 to v18 to improve performance.,Security Fix,cache-layer,@dev_6549,10/01/2024 0:17,Go
Resolved SQL injection vulnerability in login API.,Security Fix,cache-layer,@dev_9440,4/01/2024 21:21,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,api-gateway,@dev_2034,23/01/2024 18:23,JavaScript
Upgrade React from v16 to v18 to improve performance.,Code Improvement,user-auth,@dev_8253,7/01/2024 18:24,Java
Upgrade React from v16 to v18 to improve performance.,Feature Request,user-auth,@dev_4451,11/01/2024 20:46,C++
Fix memory leak in database connection pooling.,Release Note,cache-layer,@dev_9911,8/01/2024 9:21,Go
Resolved SQL injection vulnerability in login API.,Code Improvement,auth-system,@dev_2010,7/01/2024 5:51,SQL
Unit test for new caching strategy is failing due to race conditions.,Security Fix,backend-service,@dev_2685,14/01/2024 6:35,SQL
Upgrade React from v16 to v18 to improve performance.,Feature Request,backend-service,@dev_1790,11/01/2024 17:26,Java
Upgrade React from v16 to v18 to improve performance.,Dependency Update,search-engine,@dev_8604,8/01/2024 23:15,SQL
Resolved SQL injection vulnerability in login API.,Feature Request,user-auth,@dev_3041,9/01/2024 1:08,JavaScript
Fix memory leak in database connection pooling.,Security Fix,frontend-dashboard,@dev_4141,14/01/2024 3:32,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,auth-system,@dev_2558,4/01/2024 12:56,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,backend-service,@dev_5307,30/01/2024 1:09,Rust
Add support for multi-factor authentication (MFA).,Release Note,cache-layer,@dev_2387,23/01/2024 3:26,SQL
Upgrade React from v16 to v18 to improve performance.,Security Fix,cache-layer,@dev_5825,12/01/2024 5:41,SQL
Resolved SQL injection vulnerability in login API.,Release Note,cache-layer,@dev_4646,14/01/2024 23:52,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Security Fix,backend-service,@dev_8667,18/01/2024 7:39,SQL
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,api-gateway,@dev_9790,30/01/2024 4:02,Rust
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,auth-system,@dev_8722,17/01/2024 4:43,Go
Fix memory leak in database connection pooling.,Feature Request,backend-service,@dev_9501,11/01/2024 17:10,SQL
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_4205,23/01/2024 17:10,SQL
Add support for multi-factor authentication (MFA).,Feature Request,cache-layer,@dev_7558,10/01/2024 18:54,C++
Unit test for new caching strategy is failing due to race conditions.,Feature Request,auth-system,@dev_2073,7/01/2024 21:26,Python
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,user-auth,@dev_8033,22/01/2024 9:47,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,search-engine,@dev_4019,5/01/2024 18:54,Go
Upgrade React from v16 to v18 to improve performance.,Feature Request,api-gateway,@dev_8807,4/01/2024 8:57,SQL
Fix memory leak in database connection pooling.,Testing Issue,search-engine,@dev_1623,10/01/2024 2:43,Java
Unit test for new caching strategy is failing due to race conditions.,Feature Request,api-gateway,@dev_3187,6/01/2024 20:37,SQL
Resolved SQL injection vulnerability in login API.,Dependency Update,backend-service,@dev_6808,29/01/2024 18:10,JavaScript
Add support for multi-factor authentication (MFA).,Testing Issue,search-engine,@dev_9398,18/01/2024 2:02,Java
Add support for multi-factor authentication (MFA).,Release Note,backend-service,@dev_1817,27/01/2024 19:48,C++
Optimize the search algorithm to reduce response time by 30%.,Security Fix,search-engine,@dev_9225,27/01/2024 13:38,Java
Fix memory leak in database connection pooling.,Code Improvement,api-gateway,@dev_8275,24/01/2024 21:34,Python
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_4564,21/01/2024 15:05,Rust
Upgrade React from v16 to v18 to improve performance.,Bug Fix,frontend-dashboard,@dev_2124,18/01/2024 5:39,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,frontend-dashboard,@dev_1589,5/01/2024 11:36,Python
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,search-engine,@dev_2972,4/01/2024 14:39,C++
Optimize the search algorithm to reduce response time by 30%.,Security Fix,backend-service,@dev_2105,15/01/2024 2:34,Rust
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,search-engine,@dev_7495,10/01/2024 7:49,Go
Unit test for new caching strategy is failing due to race conditions.,Security Fix,cache-layer,@dev_4656,8/01/2024 16:17,SQL
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,frontend-dashboard,@dev_9116,1/01/2024 7:59,C++
Fix memory leak in database connection pooling.,Feature Request,frontend-dashboard,@dev_1436,19/01/2024 2:10,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,user-auth,@dev_3512,19/01/2024 7:18,Java
Optimize the search algorithm to reduce response time by 30%.,Release Note,search-engine,@dev_1737,20/01/2024 21:40,Rust
Fix memory leak in database connection pooling.,Feature Request,api-gateway,@dev_8357,3/01/2024 7:12,Go
Fix memory leak in database connection pooling.,Code Improvement,backend-service,@dev_7660,1/01/2024 15:16,Java
Fix memory leak in database connection pooling.,Security Fix,api-gateway,@dev_5476,15/01/2024 14:22,C++
Optimize the search algorithm to reduce response time by 30%.,Release Note,search-engine,@dev_5309,27/01/2024 22:17,C++
Upgrade React from v16 to v18 to improve performance.,Bug Fix,api-gateway,@dev_9930,3/01/2024 2:15,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,search-engine,@dev_2771,27/01/2024 9:32,SQL
Upgrade React from v16 to v18 to improve performance.,Feature Request,user-auth,@dev_7103,28/01/2024 10:34,C++
Optimize the search algorithm to reduce response time by 30%.,Security Fix,auth-system,@dev_6980,17/01/2024 22:20,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,backend-service,@dev_5068,29/01/2024 7:50,Rust
Resolved SQL injection vulnerability in login API.,Code Improvement,backend-service,@dev_9947,22/01/2024 1:46,Java
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,search-engine,@dev_4277,22/01/2024 2:34,Go
Fix memory leak in database connection pooling.,Testing Issue,cache-layer,@dev_4051,11/01/2024 18:40,JavaScript
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_4550,7/01/2024 16:11,JavaScript
Fix memory leak in database connection pooling.,Feature Request,backend-service,@dev_4724,21/01/2024 4:59,C++
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,api-gateway,@dev_1945,11/01/2024 11:44,JavaScript
Resolved SQL injection vulnerability in login API.,Testing Issue,user-auth,@dev_8574,18/01/2024 10:23,SQL
Fix memory leak in database connection pooling.,Code Improvement,api-gateway,@dev_3423,30/01/2024 7:03,SQL
Add support for multi-factor authentication (MFA).,Dependency Update,user-auth,@dev_1312,6/01/2024 11:12,C++
Fix memory leak in database connection pooling.,Feature Request,cache-layer,@dev_9142,7/01/2024 14:54,Java
Resolved SQL injection vulnerability in login API.,Testing Issue,api-gateway,@dev_8751,25/01/2024 17:17,Java
Fix memory leak in database connection pooling.,Dependency Update,backend-service,@dev_7562,23/01/2024 8:30,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,user-auth,@dev_9919,9/01/2024 17:11,C++
Resolved SQL injection vulnerability in login API.,Testing Issue,user-auth,@dev_3233,5/01/2024 17:54,C++
Upgrade React from v16 to v18 to improve performance.,Testing Issue,auth-system,@dev_5842,5/01/2024 13:50,Rust
Add support for multi-factor authentication (MFA).,Bug Fix,frontend-dashboard,@dev_8359,28/01/2024 10:01,Go
Fix memory leak in database connection pooling.,Feature Request,frontend-dashboard,@dev_7265,24/01/2024 17:05,JavaScript
Fix memory leak in database connection pooling.,Testing Issue,user-auth,@dev_7378,29/01/2024 10:23,SQL
Resolved SQL injection vulnerability in login API.,Security Fix,cache-layer,@dev_4985,9/01/2024 7:39,Go
Fix memory leak in database connection pooling.,Feature Request,frontend-dashboard,@dev_4935,9/01/2024 20:58,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,backend-service,@dev_8341,3/01/2024 17:37,JavaScript
Upgrade React from v16 to v18 to improve performance.,Testing Issue,search-engine,@dev_4276,28/01/2024 13:22,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,api-gateway,@dev_3367,5/01/2024 8:23,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Security Fix,user-auth,@dev_7479,8/01/2024 19:41,Python
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,backend-service,@dev_6328,4/01/2024 8:30,C++
Add support for multi-factor authentication (MFA).,Testing Issue,search-engine,@dev_7938,25/01/2024 4:13,JavaScript
Add support for multi-factor authentication (MFA).,Bug Fix,frontend-dashboard,@dev_2883,9/01/2024 7:25,SQL
Resolved SQL injection vulnerability in login API.,Release Note,backend-service,@dev_4701,16/01/2024 14:18,Rust
Resolved SQL injection vulnerability in login API.,Release Note,frontend-dashboard,@dev_6120,18/01/2024 0:02,Go
Upgrade React from v16 to v18 to improve performance.,Bug Fix,frontend-dashboard,@dev_9583,13/01/2024 20:27,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,backend-service,@dev_4209,15/01/2024 2:17,Rust
Upgrade React from v16 to v18 to improve performance.,Feature Request,api-gateway,@dev_1235,25/01/2024 14:23,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,cache-layer,@dev_4184,17/01/2024 0:29,Rust
Upgrade React from v16 to v18 to improve performance.,Code Improvement,user-auth,@dev_1872,9/01/2024 10:00,C++
Add support for multi-factor authentication (MFA).,Release Note,search-engine,@dev_3647,12/01/2024 20:30,Rust
Fix memory leak in database connection pooling.,Testing Issue,search-engine,@dev_1906,5/01/2024 13:08,Go
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,user-auth,@dev_6002,6/01/2024 9:29,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,frontend-dashboard,@dev_4131,1/01/2024 22:31,SQL
Resolved SQL injection vulnerability in login API.,Dependency Update,user-auth,@dev_2833,11/01/2024 13:56,Java
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,cache-layer,@dev_2824,6/01/2024 14:54,Python
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,search-engine,@dev_8472,25/01/2024 17:49,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,api-gateway,@dev_7765,15/01/2024 7:56,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,frontend-dashboard,@dev_2204,27/01/2024 19:48,Go
Upgrade React from v16 to v18 to improve performance.,Code Improvement,frontend-dashboard,@dev_3362,21/01/2024 19:07,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,auth-system,@dev_6878,23/01/2024 16:03,SQL
Upgrade React from v16 to v18 to improve performance.,Bug Fix,user-auth,@dev_9319,17/01/2024 11:19,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,auth-system,@dev_2821,20/01/2024 11:17,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,search-engine,@dev_8301,2/01/2024 10:19,Java
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,api-gateway,@dev_7031,19/01/2024 4:57,C++
Fix memory leak in database connection pooling.,Testing Issue,search-engine,@dev_4465,24/01/2024 6:14,C++
Fix memory leak in database connection pooling.,Dependency Update,api-gateway,@dev_2550,30/01/2024 21:26,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,user-auth,@dev_5928,20/01/2024 16:15,Go
Upgrade React from v16 to v18 to improve performance.,Code Improvement,cache-layer,@dev_2518,7/01/2024 11:45,JavaScript
Fix memory leak in database connection pooling.,Release Note,auth-system,@dev_4296,2/01/2024 17:34,Go
Upgrade React from v16 to v18 to improve performance.,Dependency Update,search-engine,@dev_2129,14/01/2024 1:52,Java
Add support for multi-factor authentication (MFA).,Testing Issue,auth-system,@dev_4333,14/01/2024 20:55,Python
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,cache-layer,@dev_2392,4/01/2024 2:21,Java
Resolved SQL injection vulnerability in login API.,Security Fix,cache-layer,@dev_5860,8/01/2024 16:52,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,auth-system,@dev_4883,14/01/2024 13:47,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,auth-system,@dev_3091,18/01/2024 19:42,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,user-auth,@dev_6314,14/01/2024 14:19,C++
Upgrade React from v16 to v18 to improve performance.,Release Note,cache-layer,@dev_2037,9/01/2024 23:52,Java
Unit test for new caching strategy is failing due to race conditions.,Release Note,api-gateway,@dev_6816,9/01/2024 16:39,Python
Upgrade React from v16 to v18 to improve performance.,Security Fix,search-engine,@dev_8819,4/01/2024 13:24,Java
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,search-engine,@dev_4064,14/01/2024 11:21,C++
Resolved SQL injection vulnerability in login API.,Dependency Update,auth-system,@dev_9227,30/01/2024 15:19,Python
Optimize the search algorithm to reduce response time by 30%.,Release Note,cache-layer,@dev_9030,11/01/2024 2:52,Go
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,search-engine,@dev_6903,24/01/2024 4:32,Java
Upgrade React from v16 to v18 to improve performance.,Bug Fix,auth-system,@dev_8944,28/01/2024 7:49,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,auth-system,@dev_7172,30/01/2024 18:10,Java
Fix memory leak in database connection pooling.,Bug Fix,cache-layer,@dev_4038,2/01/2024 0:00,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,cache-layer,@dev_8029,20/01/2024 20:35,SQL
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,user-auth,@dev_3846,7/01/2024 3:15,Go
